Name,Station or Publication,Date Used,Year,Month,Location,Program?,Program Content,Source,RTC,Graphic Used,Logged By,RT,TW,FB,Other Social Media,Online Article,How was it found first?,MW,On Air,Time of Airing,On Air,Time of Airings,How was TV Found?,IQ Graphic Notes,Audience Size,Publicity Value,Connects to Climate Change on Air?,Total CC Hits,Total CM Hits,Total CMN Hits,Spanish?,Download?,Comments,Link to online content,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Climate Podcast Indiana University,9/29/20,2020,September,IN,EDU,2020FallPackage,CM,,"2020FallPackage_DaysAbove, 2020FallPackage_AvgT",Kristie,0,1,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/thisclimatepod/status/1310932031589752838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Climate Reality - Montgomery County,9/21/20,2020,September,MD,NGO,2018WildfireSmoke,CM,,2018WildfireSmoke_Map,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/climateguyw/status/1308108965969039363/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Climate Reality - Long Island,9/11/20,2020,September,NY,NGO,2020WesternWildfires,CM,,2020Wildfire_TotalAcresBurned,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/WeatherProf/status/1304400942448750592/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Citizens' Climate Lobby - Austin,9/24/20,2020,September,TX,NGO,States at Risk,CM,,,Kristie,0,1,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/cclatx/status/1309290465594834945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Citizens' Climate Lobby - Bethesda/Chevy Chase,9/22/20,2020,September,TX,NGO,2017Hurricanes,CM,,2017Hurricanes_Info,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,Sean guest NWA speaker,https://twitter.com/CCLHouston/status/1308404462436974598/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Citizens' Climate Lobby - Houston,9/18/20,2020,September,TX,NGO,,CC,,,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,0,0,,,Sean guest NWA speaker,https://twitter.com/CCLHouston/status/1307054286967201792,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Citizens' Climate Lobby - Houston,9/21/20,2020,September,TX,NGO,,CC,,,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,0,0,,,Sean guest NWA speaker,https://twitter.com/CCLHouston/status/1308032045008945154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Citizens' Climate Lobby - Houston,9/21/20,2020,September,TX,NGO,States at Risk,CM,,,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/CCLHouston/status/1308096290375561217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Citizens' Climate Lobby - Houston,9/22/20,2020,September,TX,NGO,2020Hurricanes,CM,,2017Hurricanes_Info,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,0,,,Sean guest NWA speaker,https://twitter.com/CCLHouston/status/1308404462436974598,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Citizens' Climate Lobby - Houston,9/23/20,2020,September,TX,NGO,States at Risk,CM,,,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/CCLHouston/status/1308821073962717184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Citizens' Climate Lobby - Houston,9/24/20,2020,September,TX,NGO,States at Risk,CM,,,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/CCLHouston/status/1309183465703854080,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Citizens' Climate Lobby - Houston,9/25/20,2020,September,TX,NGO,States at Risk,CM,,,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/CCLHouston/status/1309545856140488706,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Citizens' Climate Lobby - Houston,9/29/20,2020,September,TX,NGO,2020Hurricanes,CM,,2017Hurricanes_Info,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/CCLHouston/status/1310929877407850496,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Citizens' Climate Lobby - Marin,9/11/20,2020,September,CA,NGO,2020FallPackage,CM,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,CM mentioned with history,https://twitter.com/MaibachEd/status/1304493630250418176/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Citizens' Climate Lobby - Rhode Island,9/20/20,2020,September,RI,NGO,Zillow Report,SLR,,,Kristie,0,1,0,0,0,Google Alert,,0,,0,,,,,,,0,0,0,,,,https://twitter.com/RI_CCL/status/1307661382154936324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Citizens' Climate Lobby - Rhode Island,9/30/20,2020,September,RI,NGO,2019Soils,CM,,2019Soils_Info,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/ClimateCentral/status/1311338661057789959/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Citizens' Climate Lobby - Silicon Valley North,9/2/20,2020,September,CA,NGO,2020FallPackage,CM,,2020FallPackage_Map,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/climateguyw/status/1301184507765239808/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Citizens' Climate Lobby - Silicon Valley North,9/11/20,2020,September,CA,NGO,2020WesternWildfires,CM,,2020Wildfire_TotalAcresBurned,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/WeatherProf/status/1304400942448750592/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Citizens' Climate Lobby - Silicon Valley North,9/15/20,2020,September,CA,NGO,,CC,,,Kristie,0,1,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,Sean guest NWA speaker,https://twitter.com/BernadetteWoods/status/1305871850556321793/retweets/with_comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Citizens' Climate Lobby - Silicon Valley North,9/17/20,2020,September,CA,NGO,2020Records,CM,,2020Records_Map,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,Sean guest NWA speaker,https://twitter.com/climateguyw/status/1306646527335632897/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Citizens' Climate Lobby - Silicon Valley North,9/21/20,2020,September,CA,NGO,2018WildfireSmoke,CM,,2018WildfireSmoke_Map,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/climateguyw/status/1308108965969039363/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Citizens' Climate Lobby - Triangle Chapter,9/30/20,2020,September,NC,NGO,2020FallPackage,CM,,,Kristie,1,0,0,0,0,Meltwater,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/ZachMalochWX/status/1311318388849901569/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,City of Tucson,9/11/20,2020,September,AZ,GOVT,2019Warming,CC,,,Kristie,0,0,0,0,1,Meltwater,,0,,0,,,,,,,1,0,0,,,,https://www.tucsonaz.gov/ward-3/news/pauls-note-friday-september-11-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,College of Earth and Mineral Sciences - Penn State,9/29/20,2020,September,PA,EDU,2020OHW,CM,,,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/PSUEMS/status/1310964699425579008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Covering Climate Now,9/8/20,2020,September,National,,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/MaibachEd/status/1303347223921557504/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Covering Climate Now,9/11/20,2020,September,National,NGO,2020WesternWildfires,CM,,2020Wildfire_TotalAcresBurned,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/WeatherProf/status/1304400942448750592/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Covering Climate Now,9/11/20,2020,September,National,NGO,2020FallPackage,CM,,,Kristie,1,1,0,0,0,TweetDeck,,0,,0,,,,,,,2,2,0,,,CM mentioned with history,https://twitter.com/CoveringClimate/status/1304501464295858176,https://twitter.com/CoveringClimate/status/1304501464295858176/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Covering Climate Now,9/21/20,2020,September,National,NGO,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/BernadetteWoods/status/1308098552527302658/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Covering Climate Now,9/30/20,2020,September,National,NGO,2019Soils,CM,,2019Soils_Info,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/BernadetteWoods/status/1311349069256720384/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Daily Climate,9/16/20,2020,September,National,,2019Rainfall,CM,,2019Rainfall,Lisa,0,1,0,0,0,Tag,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/TheDailyClimate/status/1306231573881159680,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Daily Climate,9/21/20,2020,September,National,,2020Mosquitoes,CM,,2020Mosquitoes,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/ClimateCentral/status/1308057530908708866,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Daily Climate,9/21/20,2020,September,National,,2020HurricanesII,CM,,2020Hurricanes_OceanT,Lisa,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/TheDailyClimate/status/1309154215776997376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Daily Climate,9/28/20,2020,September,National,,2020HurricanesII,CM,,2020Hurricanes_Global,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/TheDailyClimate/status/1310678239849992197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DiadaTerra,9/2/20,2020,September,Brazil,NGO,2020FallPackage,CM,,2020FallPackage_DaysAbove,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/ClimateCentral/status/1301178452666712069/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DiadaTerra,9/7/20,2020,September,Brazil,NGO,2020GlobalTempCheckup,CM,,2020GlobalTempCheckup_HorseRace,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/ClimateCentral/status/1302969872809246720/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DiadaTerra,9/8/20,2020,September,Brazil,NGO,"Rapid Response Workshop: Smoke, Health & Fire",CM,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/ClimateCentral/status/1303368092706394113/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DiadaTerra,9/10/20,2020,September,Brazil,NGO,2020WesternWildfires,CM,,2020Wildfire,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/ClimateCentral/status/1304125487053074432/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DiadaTerra,9/10/20,2020,September,Brazil,NGO,2020FallPackage,CM,,2020FallPackage_AvgT,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/ClimateCentral/status/1304062362912264193/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DiadaTerra,9/11/20,2020,September,Brazil,NGO,2020FallPackage,CM,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,CM mentioned with history,https://twitter.com/ClimateCentral/status/1304533595705544705/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DiadaTerra,9/13/20,2020,September,Brazil,NGO,,SLR,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,0,0,0,,,,https://twitter.com/ClimateCentral/status/1305222968683851778/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DiadaTerra,9/14/20,2020,September,Brazil,NGO,,SLR,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,0,0,0,,,,https://twitter.com/ClimateCentral/status/1305613039085867008/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DiadaTerra,9/16/20,2020,September,Brazil,NGO,2019Rainfall,CM,,2019Rainfall,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/ClimateCentral/status/1306223221189021704/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DiadaTerra,9/16/20,2020,September,Brazil,NGO,2020FallPackage,CM,,2020FallPackage_AvgT,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/ClimateCentral/status/1307019824497938433/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EndClimateSilence.org,9/11/20,2020,September,,NGO,2020WesternWildfires,CM,,2020Wildfire_TotalAcresBurned,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/WeatherProf/status/1304400942448750592/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Environment Educator of North Carolina,9/16/20,2020,September,NC,NGO,"Blistering Future Summers for 1,001 U.S. Cities",CC,,,Kristie,0,0,1,0,0,Google Alert,,0,,0,,,,,,,1,0,0,,,,https://www.facebook.com/EENCfriends/posts/4302437789827142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitch Hescox,Envangelical Environmental Network,9/21/20,2020,September,PA,CMN,2020Mosquitoes,CMN,,2020Mosquitoes,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,1,,,,https://twitter.com/ClimateCentral/status/1308057530908708866,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Envangelical Environmental Network,9/21/20,2020,September,,NGO,2020Mosquitoes,CM,,2020Mosquitoes,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/ClimateCentral/status/1308057530908708866,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Green News Report,9/2/20,2020,September,,Media,2020FallPackage,CM,,2020FallPackage_DaysAbove,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/ClimateCentral/status/1301178452666712069/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Green News Media,9/10/20,2020,September,,Media,2020WesternWildfires,CM,,2020Wildfire,Kelly,0,0,1,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://www.facebook.com/greennewsmedia/posts/3266146966815084?__xts__%5B0%5D=68.ARCFocqumPVh5zi0j0Lo6Xh3Yy0sQMFOF8-8iaEhImR3Zb1cfGFNrmUNwOeErGEhrtnapqmz8hK-v9NLYl1l8oUUsM5PHHRV8DG-e3DJDzOT3WdJlHgbOTlNceK5LasDqgrpMBzz09Jie7-ZkpEQtZ-kUaU-I9sr232x0GrgGL8sesTmlVEwGjtz-iUsx54GEPvJAsOpqRwB0F2FCJkvZsdjtELksTugYUm-Vk8ufZL7tgSaSf2r0SDBueiwD2i1ZEgUJ2bNSVmCWbLxYG6wbfZOj9Vnbed282Zlfpg0Sz29xCQP-LJKZoIuyDsrvm6pwXOug6zm-yjTVwgTFFmKMTQeD4PVUEFpBLDq4wlGPgRWkaLL2iQI1WAVttCC8HrWvkKyUkSQop5qKZ5C3IqshewlbWVLTv2jq5uvpZf6qUjxcOrY2_bdlSIIziQjVdNB5z19JLgx7w9Wo5UnoNbItg2F-pcP8Q6G&__tn__=-R,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Green News Report,9/21/20,2020,September,,Media,2018WildfireSmoke,CM,,2018WildfireSmoke_Map,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/climateguyw/status/1308108965969039363/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gullah/ Geechee Nation,9/13/20,2020,September,,NGO,,SLR,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,0,0,0,,,,https://twitter.com/ClimateCentral/status/1305222968683851778/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Habitat for Humanity - NYC,9/5/20,2020,September,NY,NGO,2020SummerPackage,CM,,,Kristie,0,1,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/HabitatNYC/status/1302301731116724224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hirewire Earth,9/30/20,2020,September,NJ,EDU,,PJ,,,Kelly,0,0,1,0,0,Tag,,0,,0,,,,,,,0,0,0,,,John Upton's workshop on scientific communication at Princeton,https://www.facebook.com/highwireearth/photos/a.464114447123626/1527876447414082/?type=3&av=57984115023&eav=AfZ0DOXQtazoRZ7l1bCx7H3NmzG0vYY7IsPELzN_T-zBEa1t-YYfaAt5b2Wi7g-hetU&__xts__%5B0%5D=68.ARCk9Yn8kfne3upmzBBPOqFE-LoBIqKKs7vgYJKxHovcsz58zNNpYFtNQ9utCtYlhtDst65CX5cL-wV2m9B_umPVc1A0SHVaIAitRGYeHOhHmqv76FI2Oaw6_AZ8EoHaltz0xi3eewj0IugUYAjl8gTfqBWlR8bw8AlkIgHU0QDTNwTh9RKhOLVdLx5yXJtTe8pcSQ9K-FSJRzrbQwbClKChHoGDJ06qcrwIil1WF_docX1Am5lLg22sLcERGIvypp1Yi4kvc8DIMYP7ciH5bsKUlESnMzeMyNAYO_tqypWRsV0xnRDnBn-1Gdzyeb8_VC7c&__tn__=-R,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Institute for Carbon Removal Law and Policy - American University,9/12/20,2020,September,DC,EDU,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/ClimateCentral/status/1304755135965405186/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Institute of Marine Sciences - University of North Carolina Chapel Hill,9/22/20,2020,September,NC,EDU,Rapid Response Workshop: 2020 Hurricane Season,CM,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/SeanSublette/status/1308507016416112640,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JDSUPRA,9/1/20,2020,September,,,2020CDD,CM,,,Kristie,0,0,0,0,1,Google Alert,MW,0,,0,,,,,,,1,1,0,,,,https://www.jdsupra.com/legalnews/sustainable-development-and-land-use-35999/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kresge Environment,9/10/20,2020,September,,,2020WesternWildfires,CM,,2020Wildfire,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/ClimateCentral/status/1304125487053074432/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Media and Climate Change Observatory,9/25/20,2020,September,CO,EDU,Rapid Response Workshop: 2020 Hurricane Season,CM,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/ClimateCentral/status/1309595582479110144/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Metcalf Institute - University of Rhode Island,9/11/20,2020,September,RI,EDU,2020FallPackage,CM,,,Kristie,0,1,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,CM mentioned with history,https://twitter.com/MetcalfURI/status/1305507376280350721,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mom's Clean Air Force,9/19/20,2020,September,,NGO,2020WesternWildfires,CM,,,Kristie,0,1,0,0,0,Meltwater,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/CleanAirMoms/status/1307410445893013506,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Monterey Bay Aquarium Research Institue,9/3/20,2020,September,CA,NGO,2020OHW,CM,,,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/MBARI_News/status/1301611214368317443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Monterey Bay Aquarium Research Institue,9/21/20,2020,September,CA,NGO,2020ArcticMin,CM,,2020ArcticMin,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/MBARI_News/status/1308174572038975489,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Natural Hazards Center University of Colorado,9/23/20,2020,September,CO,EDU,Rapid Response Workshop: 2020 Hurricane Season,CM,,,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/HazCenter/status/1308781246353346560,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Nature Conservancy - Minnesota,9/18/20,2020,September,MN,NGO,2019Wildfire,CM,,,Kristie,0,0,1,0,0,Meltwater,,0,,0,,,,,,,1,1,0,,,,https://www.facebook.com/natureconservancyminnesota/posts/3370835212995063,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,New Jersey Highlands Coalition,9/18/20,2020,September,NJ,NGO,2020Records,CM,,2020Records_Map,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/NJHighlanders/status/1307031676502126592,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,New Yorkers for Parks,9/4/20,2020,September,PA,GOVT,2020SummerPackage,CM,,,Kristie,0,1,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/NY4P/status/1302599934961618944,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Northern Research Station - US Forest Service,9/4/20,2020,September,NY,NGO,2020SummerPackage,CM,,,Kristie,0,2,0,0,0,Repost,,0,,0,,,,,,,2,2,0,,,,https://twitter.com/usfs_nrs/status/1301980855313760258,https://twitter.com/usfs_nrs/status/1302323614012694528,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nouvelle Ère - Le Mouvement,9/21/20,2020,September,France,NGO,,SLR,,SLR_ss3,Kelly,0,0,1,0,0,Tag,,0,,0,,,,,,,0,0,0,,,,https://www.facebook.com/MouvNouvelleEre/photos/a.111012230741685/124448189398089/?type=3&av=57984115023&eav=Afb63zSNU1X5uBLL44fEHSwh2SDzrS0VIJI9cx9_Jv_NYqZTh_RKaBF9QUElVth3sbo&__xts__%5B0%5D=68.ARARTELydPSfUG5F4qbXBvusett4crXcUGK6DgmUFuGKSbqjPlR7oweJ7LsxpeQzCDIB142H_qybsEGOh3K8E7ysq7vPk2OOM1czk1rpWtmrXXB0VxGfTxHa2mXvQzkUiff9Kyn9jRYJnGCXU3zVq9t3PBSp4nHeNu5NS2zz-3D1C30KR1POghrejF7qY5_72vIUDt6-3fTZIoRBxA5VBKQnhi6lnmCFtkw_jP2Fr4zqh-FU_x3fdNn4n6OuAYqx40uuR2bBJqDT7d-jM_CxXpA9OwxQyje0KvNcjGzXlmG7E4VLbS2VqpEz4J-SZS7g8hk&__tn__=-R,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oregon Environmental Council,9/15/20,2020,September,OR,GOVT,2020WesternWildfires,CM,,2020Wildfire,Lisa,0,1,0,0,0,Tag,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/oeconline/status/1305895667571847168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PennFuture,9/29/20,2020,September,,NGO,2020OHW,CM,,,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/PennFuture/status/1311033134012608512,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Praedictix Weather,9/1/20,2020,September,,,"2019WarmSummerNights, 2019Warming",CM,,,Kristie,1,0,0,0,0,Google Alert,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/capitalweather/status/1301171661107081222/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Project Canopy,9/4/20,2020,September,ME,NGO,2020SummerPackage,CM,,,Kristie,0,1,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/ProjectCanopy/status/1301886127952080896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Regional Plan Association,9/28/20,2020,September,,NGO,2020HeatAndSeniors,"CM, PJ",,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/MSolDub/status/1310291836209164288/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Science Updates Distribution,9/16/20,2020,September,,Media,2020WesternWildfires,CM,,2017WildfireAirQuality,Kelly,0,0,1,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://www.facebook.com/SciUp.Distribution/posts/1641367682697124?__xts__%5B0%5D=68.ARDYFDsCCGemQ8wf3ahDNsbnr37kbaIzMFlmqU0T_6z9yt1lR7l0UwrqiBPdziy08plljUtm-hFyQ6LUDKEZFfosxDs4mmmXimB8_jqOQ6mDl1Wg7CBKustjeL4JFiDh-ww3IR0TTG_kwraa76iC6wsYWmP14JSgKD-5R5ac846e1u8Jh9Y33pf325z0Rv3G45LYfuDJuPgNVPjrmBKSdsE7Pgk3WCn-cFHsDtDP__BBFVIU-UGebbvAEzMMiEN90X1vAS_b3mQkOOlrIBHC4bh6s3RitQEiokvi-ppArQ-ap76Wu1WdCbcGQG4NLO6m9KzaJUU6OxzfMBf-i8KTSaSAu8R7NXbPZZMdh2S7tCX1mswCmOqfo3x-6dMBwdHMDlnCite0jJ5k816PAaS1td9sAOtgcWeETOOjJ2k6bmxjEe0eQI_vrfqHHVubvpadJJQan2c6rtOZ5ru0FAbGRwQWt6hdYGEj&__tn__=-R,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Science Updates Distribution,9/12/20,2020,September,,Media,2020WesternWildfires,CM,,2020Wildfire,Kelly,0,0,1,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://www.facebook.com/SciUp.Distribution/posts/1637553693078523?__xts__%5B0%5D=68.ARA-0a2gRn5xlYiG8btZv3qyL0uIVvpYWA6UvmjR48N8s_r5wjNUNRRWQ5CkS1EiDi_ORhy9DlgwrgJGS4ZZ_O1g5cPi2cXNUcZzeLxfa3Zr0U1rzIZzVwQcxPq2GOvDn9iGljgdhZeQUnj6949gs9DH0zXqFB4Q-mh-TSgjaR0_7IRSOe8hTgQSMncFIE44pxoY0fow_39-jKGEx4ALHLsoh5OojoqqY11x6v9Hm3s8n--yT3WyaGE_fWAEaPqxck-zsjVWCKdbDLuGOSSVwrxMuRAPffdcd_dBIRhELHQd-Du258hcyzerWGK6I4e0Y5PN4H-OekFAXu3RuTOyS_qFTcHz4ogmVeJALN0yDzXg876aD6A2-5jayhdLbtlKIaifbjqmF_2l-QI6WnQ5ZP70VMJnfktCzrzk2wCNWkhV6OQ5WS7gFcVAEjSrFmFfnW3bVnFMIPRgc6eHhVWwZYVj1tm-Raf8&__tn__=-R,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sierra Club - Minnesota,9/15/20,2020,September,MN,NGO,2020WesternWildfires,CM,,,Kristie,0,1,0,0,0,Google Alert,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/SierraClubMN/status/1306032662348349446,,,,,,,,,,,,,,,,,,,,,,,,,,,,
